winner,cluster,mod,lobby,r_1,r_2,r_3,r_4,r_5,d_1,d_2,d_3,d_4,d_5
1,171,2,2,11,62,80,81,102,14,53,65,95,104
-1,225,2,2,16,47,57,79,95,2,8,23,63,99
-1,224,2,3,1,14,27,28,98,17,44,57,70,96
1,152,2,2,8,25,35,49,93,6,44,59,67,70
1,231,2,2,12,14,18,65,73,2,6,8,98,113
1,121,2,2,2,28,44,62,70,1,14,27,107,111
-1,124,2,3,36,60,84,86,106,2,11,50,85,93
-1,231,8,2,13,23,36,69,93,1,9,14,101,103
-1,227,2,3,9,16,26,67,97,23,32,41,74,75
1,155,2,2,6,14,40,44,93,4,8,71,82,105
-1,153,2,2,14,23,34,36,105,2,4,55,71,104
-1,155,2,3,12,19,55,62,97,7,25,35,57,104
-1,225,2,2,6,7,41,74,84,2,11,67,107,110
-1,192,2,3,36,63,67,100,104,8,9,32,41,50
-1,132,2,2,14,18,86,93,104,7,48,57,74,94
1,227,9,2,2,5,9,54,63,6,28,32,99,110
-1,152,2,3,6,21,30,41,90,2,3,14,71,93
1,188,2,2,16,44,46,65,70,2,27,34,37,62
1,231,8,2,1,30,41,55,102,4,9,62,73,112
1,154,2,2,5,8,93,98,103,25,52,70,74,84
1,231,8,3,37,43,94,96,103,17,54,70,85,109
-1,224,8,2,8,25,32,96,112,23,36,67,74,104
1,133,2,2,2,21,36,51,99,18,32,62,63,75
1,137,8,3,11,18,33,36,103,14,19,48,98,111
-1,224,2,2,14,49,63,88,110,16,17,32,42,109
-1,152,2,2,6,29,44,48,63,16,18,32,60,70
-1,153,2,2,21,40,58,59,104,14,33,56,70,97
1,154,2,2,4,21,34,51,70,9,22,35,62,93
-1,223,8,2,19,36,45,93,96,9,32,63,69,98
-1,153,2,3,8,17,18,26,28,6,21,90,99,104
1,156,2,2,35,36,56,70,105,3,6,34,77,99
-1,153,2,2,4,5,52,99,104,18,21,32,35,100
-1,156,2,2,2,11,67,87,95,4,9,21,26,42
-1,152,9,2,11,41,58,76,93,1,35,48,59,68
1,155,2,3,5,14,62,63,74,1,29,48,73,86
-1,111,2,2,6,13,26,56,103,9,25,41,47,104
1,151,9,2,5,39,59,75,81,8,14,17,60,102
1,152,2,2,9,13,63,73,76,1,14,17,62,93
-1,144,2,2,1,9,14,35,93,2,28,32,59,100
1,231,8,3,40,49,73,98,104,8,9,21,59,68
1,156,2,3,13,23,28,44,69,2,9,14,74,99
-1,181,2,2,16,32,69,73,98,6,7,14,42,105
-1,112,2,3,2,44,57,63,86,6,8,74,84,101
1,156,2,3,1,27,32,46,60,41,76,93,98,110
1,223,2,3,9,10,54,73,86,14,18,74,96,104
1,121,2,3,2,8,46,79,84,1,9,62,86,98
1,232,2,2,7,10,60,88,94,14,22,38,63,105
1,121,2,3,7,42,48,74,100,12,31,34,36,104
-1,122,2,3,5,8,14,58,61,17,19,29,90,99
1,227,2,3,9,32,36,42,75,8,26,84,94,104
1,188,2,3,1,23,32,65,87,26,44,55,94,104
1,152,2,3,1,19,44,73,98,4,9,82,93,103
1,153,2,2,7,9,20,68,93,14,42,64,65,74
1,227,2,3,14,25,26,93,104,6,21,56,74,98
1,156,2,2,4,8,53,70,104,14,37,60,86,93
-1,188,2,2,9,10,32,38,44,18,49,95,98,104
-1,204,2,2,59,70,87,97,109,3,5,14,32,93
-1,153,2,3,6,21,62,73,95,31,41,64,70,106
-1,231,2,3,6,11,20,69,93,7,39,63,94,103
1,154,2,2,14,28,31,73,104,9,10,22,39,93
1,151,2,2,23,33,39,93,104,18,31,34,42,101
1,186,2,2,6,31,32,101,104,5,9,21,64,97
-1,154,2,3,2,23,48,62,76,1,19,29,46,107
-1,156,2,3,1,6,7,39,42,4,27,35,47,99
-1,223,8,2,9,43,48,84,107,29,41,74,87,94
-1,132,9,2,25,34,59,63,99,19,41,44,57,92
-1,185,2,3,26,39,41,73,93,21,31,44,88,89
1,223,8,3,9,16,30,63,94,2,6,21,26,59
1,204,2,3,4,36,93,98,102,8,12,14,26,67
-1,153,2,2,8,30,74,81,98,1,50,54,71,73
1,154,9,2,5,15,19,42,44,6,14,26,84,102
1,151,2,3,4,7,22,44,68,6,12,20,29,49
1,261,2,2,4,32,44,59,93,2,6,11,20,77
-1,156,2,2,26,35,41,44,104,12,42,54,59,72
-1,132,9,2,4,15,56,95,112,21,22,29,39,97
-1,231,2,3,6,17,36,41,99,9,16,26,93,98
-1,227,2,2,6,17,21,56,98,9,14,18,42,96
-1,156,2,3,10,14,32,57,84,8,22,28,50,67
-1,152,2,3,1,5,39,103,104,6,17,90,94,109
1,133,2,2,8,34,41,53,94,32,56,57,73,93
-1,153,2,2,6,47,48,76,98,1,7,9,36,84
1,122,9,2,15,32,44,93,111,2,7,39,59,113
1,153,2,2,2,4,5,8,73,13,14,23,62,83
1,152,2,3,8,26,29,30,73,2,17,42,67,68
1,152,2,3,1,2,7,9,22,11,12,27,32,44
-1,156,2,3,9,14,35,51,83,11,12,18,79,91
1,152,2,2,6,14,44,99,106,9,21,48,59,94
-1,154,2,3,33,39,41,55,93,9,48,74,75,84
-1,224,2,2,14,17,39,88,93,15,23,26,86,99
1,152,2,3,6,9,36,48,74,25,44,75,93,98
-1,153,9,2,18,29,48,59,104,2,26,70,89,95
-1,227,2,2,8,17,75,98,101,33,44,51,60,79
1,227,2,3,16,35,50,93,104,9,19,69,88,98
1,151,2,2,60,68,76,93,95,7,22,47,74,98
-1,152,2,2,9,11,54,86,98,23,34,49,75,112
1,231,2,3,2,8,9,94,104,6,18,47,91,105
-1,185,2,3,2,17,23,53,68,32,46,54,84,104
-1,182,2,2,28,46,53,98,107,6,22,75,93,104
1,224,2,2,15,23,44,62,93,6,8,74,75,104
-1,152,2,2,4,14,49,54,63,11,18,35,44,71
-1,191,2,3,10,17,27,70,74,32,42,53,56,73
1,185,2,2,4,8,14,70,105,32,44,52,63,69
1,187,9,2,12,16,18,20,95,6,52,54,57,62
-1,131,9,2,4,14,36,96,105,48,56,64,77,82
1,138,2,3,9,17,26,42,62,34,41,64,70,111
-1,154,2,2,11,23,37,44,97,9,56,70,74,84
-1,152,2,2,23,42,44,46,74,1,18,39,90,104
-1,204,2,2,2,14,19,32,56,8,26,34,104,105
-1,185,2,2,6,13,42,88,100,27,35,44,62,73
1,155,2,3,9,14,32,41,70,35,53,55,73,96
1,224,2,2,14,44,50,59,75,8,11,18,32,86
-1,152,2,2,6,22,42,48,86,9,35,65,67,113
1,152,2,3,6,9,41,88,103,1,7,34,35,44
-1,155,2,3,6,9,21,68,73,19,20,32,34,36
-1,225,8,3,10,26,32,74,98,17,44,55,70,88
-1,154,2,2,8,35,53,62,81,6,25,48,65,77
1,153,2,3,6,14,53,65,87,9,45,56,104,109
-1,151,2,3,7,9,18,63,74,4,26,49,58,99
1,154,2,2,10,11,48,71,83,14,36,73,82,104
1,154,2,2,8,9,47,54,95,35,59,74,84,99
1,186,2,2,5,18,26,69,82,14,57,70,105,110
-1,153,2,2,8,26,95,101,104,5,22,47,54,70
-1,152,2,2,36,40,44,60,73,2,34,35,61,95
-1,121,2,3,41,45,74,94,103,9,16,44,63,73
1,156,2,2,4,18,21,37,104,12,34,44,53,93
-1,224,2,2,14,26,44,72,104,11,21,28,32,93
-1,152,2,2,14,18,21,68,74,12,34,47,73,104
1,227,2,2,7,49,54,104,109,8,14,19,26,94
-1,136,2,3,4,8,23,26,61,27,31,34,70,104
-1,204,2,3,8,22,32,44,70,4,9,11,41,93
1,156,2,2,4,14,21,59,70,6,18,25,47,99
-1,156,2,2,46,81,86,90,94,6,10,34,62,98
1,231,2,2,9,14,21,22,48,25,30,72,96,104
-1,187,9,2,11,23,41,59,94,22,35,44,57,83
-1,152,2,2,16,21,85,86,111,7,44,73,104,110
-1,152,2,2,6,41,62,98,111,23,53,64,103,104
-1,181,2,2,44,62,70,71,106,20,32,34,81,98
1,227,8,2,4,9,14,42,69,17,18,20,23,111
-1,183,9,2,2,8,22,29,103,14,32,59,70,73
1,227,8,3,8,21,28,62,85,16,18,73,87,104
-1,154,2,3,11,18,51,68,95,6,9,21,44,50
1,223,9,2,8,18,37,45,89,2,23,33,43,44
-1,232,2,3,7,35,41,93,110,9,14,15,94,101
1,224,2,2,2,21,22,68,93,1,6,19,84,98
-1,111,2,3,14,17,41,57,106,2,9,16,44,75
1,225,8,3,6,41,64,73,93,7,11,32,84,94
-1,232,8,2,2,14,34,41,44,11,18,60,71,86
1,156,2,3,5,7,8,22,62,1,3,29,33,44
1,184,2,2,46,53,59,61,113,14,16,25,62,95
-1,152,1,2,1,14,26,88,99,37,40,41,78,113
1,156,2,3,7,12,13,32,35,18,19,48,56,62
1,156,2,2,1,9,14,29,48,4,28,50,62,104
1,227,8,3,9,18,35,36,64,16,40,62,63,104
-1,225,2,3,2,12,17,51,83,1,7,46,98,107
1,188,9,2,2,14,22,33,48,29,36,52,109,112
-1,153,2,3,10,53,70,84,106,6,9,16,21,103
1,151,2,2,2,21,26,32,104,9,11,49,54,56
1,156,2,3,6,8,10,32,35,9,18,21,59,111
1,131,2,3,14,71,75,87,109,1,9,11,31,98
1,181,2,3,6,20,48,57,93,2,9,21,26,95
-1,156,2,3,6,14,28,30,104,1,9,17,20,44
1,224,2,2,8,22,32,84,93,2,14,18,58,99
-1,153,2,2,20,32,35,39,99,9,14,21,44,95
1,204,2,3,4,9,13,41,65,14,45,51,93,104
-1,188,8,3,25,32,73,94,104,6,30,34,63,93
1,152,2,2,10,20,32,71,98,5,14,29,44,74
1,223,8,2,7,39,45,67,99,9,16,26,93,104
-1,224,2,2,1,14,21,61,90,9,28,74,93,103
1,223,8,3,1,11,16,31,70,6,26,47,71,73
-1,187,9,2,23,30,60,77,95,6,16,17,59,63
1,151,2,3,5,41,46,59,82,6,9,40,62,76
1,133,2,2,16,33,93,97,104,14,25,30,32,63
1,227,8,3,16,44,74,84,89,2,9,18,69,73
-1,155,9,2,11,53,56,82,102,27,28,49,84,106
1,152,2,3,4,25,68,104,109,2,10,26,54,73
1,171,2,3,9,37,42,74,102,2,8,11,62,96
-1,124,2,3,6,8,12,33,75,18,32,48,64,88
1,153,2,2,22,42,62,106,109,6,12,34,49,75
1,156,2,2,7,8,18,25,35,6,44,81,94,110
1,204,2,3,6,45,84,88,106,14,32,41,59,77
1,227,2,3,7,25,36,42,93,8,12,17,97,98
-1,231,8,3,17,59,88,90,93,16,40,41,95,111
-1,151,2,2,6,10,53,89,109,8,14,73,99,101
1,151,2,2,28,42,63,83,103,12,14,20,34,71
-1,151,2,2,6,9,14,44,102,2,27,32,70,105
-1,155,2,3,7,9,12,14,44,5,10,13,41,79
-1,231,2,2,13,22,67,79,93,8,12,14,103,105
1,225,2,2,2,9,10,31,76,6,26,42,99,104
1,145,2,2,5,29,62,93,106,8,13,37,39,97
1,192,2,3,5,14,67,70,99,26,41,49,63,93
1,155,9,2,2,19,32,76,77,12,20,44,68,109
1,231,8,2,5,16,18,36,68,9,14,26,93,104
1,152,2,2,1,2,5,74,98,9,17,18,30,32
1,145,2,3,6,14,29,71,90,9,25,32,44,104
1,155,2,2,1,14,20,34,37,2,4,9,62,102
-1,187,9,2,18,25,32,72,89,15,41,57,70,104
-1,145,2,2,44,53,54,104,106,1,2,4,46,96
1,152,9,2,18,23,27,60,68,1,7,56,72,104
1,171,2,2,17,19,48,84,104,26,44,47,67,86
-1,156,2,3,11,40,45,47,54,5,8,63,99,104
1,138,2,3,29,32,37,42,44,9,43,75,93,104
-1,153,2,2,8,44,51,53,59,1,5,52,63,70
1,227,2,2,27,28,44,71,106,14,73,86,93,104
-1,151,2,2,13,22,44,54,71,5,8,9,59,63
1,227,8,2,2,9,23,86,93,7,28,35,39,41
-1,121,2,3,18,23,36,74,99,2,31,34,44,104
1,224,2,2,6,18,26,29,36,21,28,42,44,98
1,227,2,3,9,18,74,75,103,6,17,29,84,93
1,227,8,3,9,60,71,93,98,4,25,48,74,87
1,156,2,2,41,56,59,74,104,1,14,62,82,105
1,155,2,2,6,18,30,44,97,8,39,62,69,74
-1,151,2,2,1,23,59,63,81,32,44,70,104,110
1,191,2,2,2,22,44,93,109,55,57,72,73,74
1,227,9,2,5,20,48,88,98,25,34,41,56,72
-1,224,2,3,19,36,73,86,104,2,32,72,77,98
-1,152,2,2,18,35,59,86,93,4,8,26,36,44
1,155,2,2,2,22,48,73,98,1,32,44,59,70
1,154,3,2,5,19,32,71,93,20,55,73,100,105
1,154,2,2,2,5,9,19,54,10,14,36,46,99
-1,154,2,2,8,15,44,59,70,5,54,93,99,106
1,154,2,2,6,25,35,70,84,12,21,39,41,44
1,153,2,2,8,9,54,57,98,16,35,44,71,89
-1,227,1,2,35,49,65,73,85,12,21,51,71,104
1,154,2,2,1,14,42,49,74,6,46,86,93,97
1,224,2,2,1,2,14,74,93,7,8,42,47,99
-1,152,2,3,13,18,39,49,94,20,35,44,60,75
1,156,2,2,9,34,44,71,76,3,10,28,30,104
1,227,8,3,2,63,73,79,93,20,25,36,48,98
-1,152,2,2,12,19,22,33,73,1,9,41,54,98
1,224,2,2,8,9,10,26,104,14,42,44,57,96
-1,188,3,2,5,10,56,97,102,2,11,59,71,90
-1,223,2,2,7,46,53,54,79,14,29,68,84,93
1,153,2,3,5,22,34,47,104,11,44,86,98,112
1,227,2,3,14,18,19,33,65,8,22,32,84,104
-1,112,2,3,40,70,79,94,106,6,9,16,80,87
1,121,2,3,2,74,76,101,104,6,59,63,68,91
1,188,3,2,15,17,29,81,94,18,26,88,97,109
1,154,2,3,9,29,32,34,67,8,27,41,64,75
1,156,2,2,8,9,35,59,74,6,11,14,45,104
-1,227,8,3,35,41,43,96,99,9,36,56,71,90
-1,156,2,3,2,15,22,74,103,6,36,41,79,85
1,153,2,3,9,13,21,67,90,8,10,14,26,40
-1,136,2,2,4,18,70,73,82,21,35,50,59,93
1,224,2,3,18,36,73,97,104,10,16,22,60,68
-1,191,2,3,9,14,39,80,93,25,27,68,70,82
-1,137,1,2,31,39,50,73,76,16,30,58,63,113
1,224,2,2,2,9,58,71,98,14,18,76,84,104
1,186,2,2,5,32,67,76,80,31,74,93,98,104
1,224,2,3,9,14,67,71,107,6,55,90,98,112
1,186,2,2,4,18,26,95,98,9,14,54,64,74
-1,124,2,3,27,32,63,70,74,6,11,29,33,97
1,231,2,2,22,35,98,104,113,16,42,44,50,88
1,156,9,2,6,15,20,42,101,4,27,32,57,74
-1,151,2,2,8,32,44,48,110,2,22,37,50,95
1,224,8,2,2,9,16,45,49,73,87,90,93,98
1,227,2,2,18,38,46,86,93,9,41,63,104,111
-1,131,2,2,28,67,71,106,111,10,32,36,62,93
-1,156,2,2,1,14,21,44,74,18,19,32,48,70
1,151,2,3,11,14,23,59,93,35,44,89,90,104
1,155,2,2,2,15,57,70,84,5,8,21,36,44
-1,153,2,2,1,18,32,36,75,9,10,13,59,74
1,182,2,2,18,26,32,39,84,35,44,57,59,98
-1,151,9,2,1,31,44,51,59,11,18,35,36,85
-1,151,2,2,9,33,56,75,104,6,22,74,99,109
1,225,4,2,2,49,76,85,102,19,51,69,71,84
1,213,2,2,3,6,42,76,94,14,44,50,95,98
1,155,2,3,6,18,35,75,83,9,10,41,55,103
-1,155,2,3,35,47,56,59,95,11,44,86,93,98
1,112,8,2,6,56,68,104,110,59,81,83,87,93
-1,231,2,3,12,36,50,65,98,9,51,63,67,71
-1,153,2,2,5,15,27,70,74,22,36,41,75,84
-1,224,8,2,15,48,55,76,88,7,19,36,57,75
-1,152,2,2,1,14,32,37,104,20,43,44,74,96
-1,154,2,2,7,9,18,109,110,2,12,14,26,62
1,225,2,2,4,10,11,26,85,9,29,36,104,110
1,187,9,2,2,8,23,44,57,25,39,47,59,109
-1,152,2,2,18,32,35,49,79,7,23,56,70,74
1,187,2,2,6,12,22,27,42,1,5,35,85,113
1,153,2,3,14,31,62,74,95,7,9,29,50,54
-1,131,2,2,8,10,21,63,79,14,57,62,93,104
1,156,2,3,6,34,35,41,84,36,65,88,93,106
1,155,2,3,4,6,10,52,54,9,14,45,93,104
1,225,8,3,25,69,70,73,88,16,23,49,68,98
1,225,2,2,8,9,25,34,57,7,41,73,85,86
-1,153,2,2,5,19,36,44,59,12,21,26,32,104
1,227,2,2,14,18,23,71,99,1,9,32,81,101
-1,151,2,3,9,14,48,54,103,8,11,27,73,102
1,155,2,3,18,32,38,54,74,8,9,15,86,104
-1,227,2,3,2,15,16,45,74,8,23,53,70,100
-1,232,2,3,2,18,44,73,86,8,12,32,64,74
1,204,2,2,10,20,28,34,49,9,44,53,87,103
1,192,2,3,18,68,73,104,112,33,74,93,94,107
1,151,2,3,9,32,49,74,93,10,37,57,61,109
1,156,2,2,2,6,50,53,56,5,18,28,74,79
1,224,8,3,34,67,90,98,104,6,9,20,33,47
1,225,2,3,20,22,93,98,112,38,41,48,53,101
1,152,2,3,6,9,14,18,68,33,53,54,74,104
-1,156,2,2,1,4,11,62,97,8,74,75,76,93
1,156,2,3,2,7,18,34,59,6,9,12,47,74
-1,152,2,3,21,25,32,41,72,14,18,29,50,104
1,183,9,2,30,32,36,47,53,35,40,44,57,85
1,182,9,2,36,52,60,76,93,1,30,46,74,96
-1,184,2,2,9,14,56,58,62,6,32,34,46,98
-1,227,2,3,9,17,54,104,111,8,40,74,98,107
-1,182,2,3,4,6,35,36,63,44,57,70,71,88
-1,185,2,2,6,32,59,60,63,2,5,8,17,19
1,224,2,2,26,28,44,94,111,8,19,41,59,73
1,171,2,2,53,57,67,85,105,14,25,71,86,96
-1,232,8,3,17,32,54,75,99,6,37,43,63,81
-1,171,2,3,23,32,44,85,90,9,28,84,93,103
-1,133,2,2,33,47,75,93,103,2,20,21,22,43
-1,171,2,3,42,56,57,100,104,5,12,22,35,94
1,153,2,3,5,9,18,49,74,14,16,54,75,79
1,151,2,2,8,21,31,32,46,9,19,36,74,98
1,154,2,3,7,13,41,57,74,6,9,23,29,79
-1,152,2,3,9,11,18,26,33,2,8,44,86,106
1,156,2,3,9,10,26,32,70,8,21,23,36,54
-1,137,2,3,7,22,67,74,104,18,27,54,96,98
-1,227,9,2,22,38,54,59,76,5,10,27,29,103
1,153,9,2,28,44,47,55,69,7,39,89,104,106
1,227,2,2,10,35,62,85,104,5,14,44,54,98
-1,232,2,2,21,35,53,75,98,2,34,44,71,103
-1,144,9,2,44,67,86,93,101,8,11,32,45,60
-1,151,2,3,18,26,43,74,99,2,14,21,32,42
-1,155,2,2,11,13,32,34,63,7,10,44,70,106
-1,155,2,2,4,21,62,67,104,15,22,41,70,78
-1,151,2,2,2,9,44,59,74,14,36,56,94,104
-1,151,2,3,8,11,14,36,53,9,44,55,89,104
1,182,2,2,1,14,27,28,48,25,54,59,68,71
1,224,1,2,6,35,52,59,97,39,54,56,62,83
1,227,2,3,1,2,6,33,48,8,13,20,22,56
1,224,8,2,5,9,67,98,101,6,35,54,93,107
-1,138,2,2,6,10,18,26,32,44,56,59,63,64
1,156,2,3,9,28,41,73,75,8,25,32,54,84
1,181,2,3,32,38,49,56,97,10,19,28,62,104
1,192,2,3,5,41,75,93,98,2,16,22,44,90
1,223,8,3,8,17,25,48,71,10,15,21,62,90
-1,152,2,3,7,9,10,34,54,12,16,26,35,74
-1,156,2,2,14,31,36,59,63,4,7,9,32,54
1,224,2,2,2,23,44,74,87,18,35,75,103,106
-1,132,2,3,1,32,41,74,79,9,34,57,89,90
1,156,2,3,17,42,70,74,75,2,14,39,48,93
-1,152,2,2,1,54,57,70,71,22,48,68,74,99
-1,231,2,2,9,72,73,81,93,6,30,32,42,98
1,225,8,3,1,2,4,46,70,37,71,98,104,106
1,231,2,3,23,39,41,46,62,35,44,98,106,112
-1,131,2,3,10,14,32,35,60,42,52,56,57,63
-1,223,2,2,26,67,75,104,106,12,36,41,62,103
1,151,2,3,3,9,54,62,73,14,32,42,44,74
-1,155,2,3,16,20,48,50,98,4,10,32,42,84
1,186,2,3,16,17,67,74,98,9,39,56,84,93
1,186,2,3,18,43,53,70,71,9,14,31,46,74
-1,227,2,2,1,18,35,71,104,2,28,32,63,94
1,204,2,2,25,27,53,93,98,9,23,33,43,44
1,156,2,2,6,14,34,35,93,25,42,59,74,89
1,156,9,2,11,39,42,81,102,8,36,54,70,79
-1,186,2,3,1,34,74,77,88,33,37,39,44,60
-1,227,2,3,17,18,59,75,103,8,29,53,73,84
-1,232,2,2,32,48,64,74,85,8,9,41,98,103
1,227,8,2,25,26,36,44,57,13,42,97,98,103
1,224,2,3,6,28,68,94,102,1,2,9,13,16
-1,156,9,2,8,16,41,42,56,1,21,22,84,104
-1,154,2,3,2,32,35,74,104,4,6,9,70,99
-1,232,2,2,28,42,74,94,104,5,32,41,47,98
1,153,9,2,3,9,73,96,102,2,10,20,28,47
1,154,2,3,6,33,41,74,112,18,31,57,97,104
1,154,2,2,8,32,33,44,74,22,41,72,84,95
1,152,2,3,2,10,14,28,62,6,8,34,59,64
1,152,2,2,7,18,35,97,98,23,46,89,93,106
1,151,2,2,18,21,42,70,86,4,33,46,112,113
-1,153,2,3,21,56,57,59,104,5,19,44,106,112
1,154,9,2,18,20,60,71,74,10,38,44,57,100
-1,131,2,3,9,14,23,34,57,32,41,74,79,109
1,154,2,3,44,46,74,93,104,11,17,35,70,71
-1,186,2,2,3,6,14,42,64,11,32,51,73,83
1,152,9,2,7,23,28,39,40,17,36,63,67,74
-1,138,2,2,9,41,42,44,87,1,32,53,63,88
1,204,2,3,14,23,41,50,104,1,32,36,57,81
-1,184,2,3,8,23,53,62,74,9,18,34,48,88
1,227,8,2,2,34,48,62,93,9,25,41,73,90
-1,186,2,3,14,16,19,69,87,8,57,65,70,74
1,135,2,3,7,16,44,74,101,2,43,81,84,111
1,124,2,2,6,35,44,48,86,14,26,61,62,109
-1,132,2,3,2,42,73,90,104,16,17,23,75,93
1,155,2,3,12,26,34,48,90,8,14,35,36,44
-1,204,2,3,18,27,36,62,76,1,5,23,104,110
1,151,2,3,8,32,49,57,81,4,14,39,52,103
-1,224,8,3,2,21,26,32,109,11,25,30,41,63
1,223,2,2,7,14,49,53,93,8,16,29,74,104
-1,223,8,3,4,16,21,88,89,6,25,41,74,103
-1,225,2,2,11,62,71,86,110,5,6,9,59,93
-1,152,2,2,6,14,74,101,102,1,9,17,26,86
-1,154,2,2,11,53,57,110,113,17,36,44,58,106
1,155,2,2,6,11,22,44,48,5,14,18,60,82
-1,156,2,2,4,21,48,85,93,9,38,41,66,90
1,133,2,2,34,36,57,74,109,14,30,93,106,111
1,192,2,3,1,73,75,102,104,4,33,62,68,74
-1,124,2,3,4,9,14,26,57,42,55,71,79,113
1,154,2,3,10,13,30,90,106,4,22,26,41,84
1,152,2,2,11,32,44,59,69,17,67,94,95,100
-1,187,2,3,32,74,86,94,98,23,29,62,63,104
1,152,2,3,16,32,34,72,95,17,18,19,26,78
-1,156,2,3,9,16,18,97,98,6,20,21,103,113
-1,136,2,2,5,8,21,79,98,9,14,23,90,93
-1,223,8,2,44,47,87,104,107,22,26,36,42,69
-1,225,2,2,6,9,16,44,74,14,35,63,96,106
-1,152,2,3,4,8,34,73,96,9,26,44,45,49
1,153,2,3,10,33,44,55,75,8,27,28,62,94
1,153,2,2,4,7,8,22,77,6,16,44,86,95
-1,124,2,2,27,32,84,88,106,6,23,26,28,44
-1,154,2,2,8,18,25,67,87,1,5,14,44,99
1,151,2,2,21,44,60,93,104,12,14,20,47,48
1,231,8,3,22,25,28,62,94,10,23,38,74,85
-1,225,9,2,15,35,41,71,112,6,10,19,37,42
1,154,2,3,14,15,36,44,72,1,8,27,35,95
-1,223,8,2,10,13,16,63,104,6,9,20,29,33
1,151,2,2,15,18,48,54,69,30,41,76,81,104
1,144,2,3,9,16,26,34,54,6,19,20,62,74
-1,181,4,2,50,57,60,70,86,37,49,62,78,104
-1,171,9,2,23,32,47,70,106,12,41,58,59,94
-1,153,2,2,14,19,25,44,104,10,28,35,57,59
1,231,2,2,9,12,38,46,54,1,18,36,110,112
-1,227,2,2,4,8,41,94,104,1,7,35,71,75
1,231,8,2,14,27,74,95,96,16,34,67,85,110
1,155,2,3,8,14,62,75,106,41,68,74,95,103
1,152,2,2,1,54,71,73,95,35,37,67,70,93
1,227,2,3,14,37,39,75,109,8,48,50,71,104
-1,227,2,2,9,15,36,44,88,16,37,70,74,93
-1,191,2,2,5,53,74,77,96,1,6,57,82,88
1,151,9,2,6,56,63,75,86,7,12,22,44,62
-1,186,2,3,9,21,52,79,93,44,59,90,104,113
-1,151,2,2,14,34,39,93,95,4,30,41,44,47
1,156,2,2,6,25,70,95,104,5,7,35,42,44
-1,151,2,2,13,32,92,104,105,5,9,54,67,74
1,156,2,3,4,6,30,42,44,1,5,8,19,94
1,153,2,3,1,2,51,93,110,14,23,26,54,94
1,151,2,2,2,9,12,53,106,6,20,30,48,70
1,183,2,2,4,14,34,93,104,8,11,21,26,50
-1,224,2,3,30,32,41,63,110,2,5,9,14,93
-1,191,2,3,1,2,19,25,82,8,26,42,48,97
1,261,2,2,22,42,44,59,73,1,71,74,93,105
-1,151,9,2,10,17,23,26,46,8,35,44,80,104
1,227,2,3,7,21,63,67,85,18,42,73,93,101
1,138,2,3,5,8,32,49,74,2,17,27,40,104
-1,152,2,2,15,35,58,95,104,5,14,27,44,62
-1,154,2,2,1,14,17,35,44,4,11,19,42,60
1,123,2,3,27,67,81,104,106,21,33,43,72,99
1,155,9,2,32,36,49,67,109,18,52,63,77,97
1,131,8,3,1,7,9,17,107,5,15,21,23,54
1,156,2,3,9,36,76,84,104,21,32,40,41,44
1,184,2,2,14,41,46,88,101,8,44,50,62,85
-1,186,2,2,34,36,59,81,83,1,22,57,94,104
-1,131,2,2,4,25,26,71,104,21,44,63,73,93
1,183,2,2,17,32,67,98,106,20,47,74,93,101
-1,188,3,2,17,40,94,104,111,11,22,31,42,60
1,156,2,2,9,14,23,25,86,5,6,10,49,74
1,188,9,2,4,27,42,45,93,47,60,80,98,99
1,123,2,3,1,36,50,73,97,41,42,68,79,95
-1,111,2,2,39,44,52,98,104,8,14,17,59,60
-1,156,2,3,5,28,35,44,64,34,42,43,59,63
-1,227,2,3,63,65,84,90,92,4,9,62,70,98
1,152,2,2,1,5,18,21,44,39,74,86,93,104
1,227,2,2,14,16,21,53,106,9,42,44,71,97
-1,152,2,3,6,8,74,75,112,9,26,48,54,93
-1,153,9,2,7,12,47,48,70,18,26,44,93,104
1,152,2,2,5,6,21,62,74,7,9,50,54,106
1,156,2,2,8,21,39,86,102,36,42,44,60,79
1,232,8,3,6,7,28,35,103,16,17,22,99,104
1,152,2,3,6,21,43,57,70,5,14,18,74,93
1,223,2,3,9,42,50,60,64,14,22,44,98,104
-1,156,9,2,32,43,47,56,95,1,12,25,42,62
1,152,2,2,6,9,48,73,93,12,44,74,96,106
-1,227,2,2,18,51,62,73,86,44,54,74,98,103
-1,156,2,2,8,12,18,19,97,1,7,22,44,70
1,224,2,3,14,35,36,73,75,8,30,31,79,98
1,231,2,2,3,16,34,94,103,18,44,79,85,110
-1,152,2,2,14,28,46,79,98,37,41,44,56,95
1,152,2,3,2,34,40,56,85,1,23,41,51,64
1,186,2,2,2,6,32,35,104,18,22,28,70,71
-1,182,3,2,7,12,21,36,71,1,52,73,77,90
1,191,2,3,26,59,94,106,111,21,47,50,93,104
-1,152,2,3,9,10,14,17,104,8,29,32,86,94
1,152,2,2,9,43,50,74,104,2,20,34,54,84
1,154,2,2,31,44,45,73,93,5,8,10,15,68
-1,155,8,2,1,35,48,59,99,27,36,44,63,75
1,181,2,2,2,29,57,63,109,56,67,80,81,105
-1,131,2,2,14,26,57,78,104,2,10,34,41,68
-1,152,2,2,17,26,36,42,71,1,14,21,34,77
1,224,2,3,2,7,8,40,93,9,10,23,74,104
1,156,2,2,7,44,64,73,105,21,27,42,63,70
